PID,USER,PR,NI,VIRT,RES,SHR,S,%CPU,%MEM,TIME+,COMMAND
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.66,roscore
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.41,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.58,roslaunch
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.90,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"12,9","0,6",2:38.88,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"6,9","0,3",1:42.94,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"6,9","0,3",2:07.17,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"5,9","0,6",2:01.14,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:21.61,twist_mux
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.59,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.41,rosout
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.00,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.66,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.90,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"15,0","0,6",2:39.03,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:43.02,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",2:07.24,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",2:01.19,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:21.66,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:05.01,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.41,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.59,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.66,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.90,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"10,0","0,6",2:39.13,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:07.33,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",2:01.25,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:43.08,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:21.71,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.41,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.59,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.01,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.66,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.90,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"15,0","0,6",2:39.28,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"11,0","0,3",2:07.44,ekf_localizatio
7967,aleja,20,0,422780,19248,10136,S,"9,0","0,3",1:21.80,twist_mux
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",2:01.32,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:43.15,robot_state_pub
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.91,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.41,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.59,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.01,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.66,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
8209,aleja,20,0,871268,42520,16760,R,"12,0","0,6",2:39.40,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"11,0","0,3",2:07.55,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",2:01.39,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:43.22,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"7,0","0,3",1:21.87,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:05.02,rostopic
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.67,roscore
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.41,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.59,roslaunch
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.91,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"13,0","0,3",2:07.68,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"11,0","0,6",2:39.51,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"9,0","0,3",1:43.31,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",2:01.44,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:21.91,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.41,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.59,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.02,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.67,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.91,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"12,0","0,6",2:39.63,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"11,0","0,3",2:07.79,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",2:01.51,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:43.38,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:21.97,twist_mux
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.60,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:05.03,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.41,rosout
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.67,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.91,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"14,9","0,3",2:07.94,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"13,9","0,6",2:39.77,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"6,9","0,3",1:43.45,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"5,9","0,6",2:01.57,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:22.02,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.41,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.60,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.03,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.67,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.91,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"12,0","0,6",2:39.89,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:43.53,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",2:01.64,rosmaster
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",2:08.01,ekf_localizatio
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:22.07,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"1,0","0,3",0:02.42,rosout
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:05.04,rostopic
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.92,roslaunch
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.60,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.67,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7956,aleja,20,0,498908,22148,12672,S,"10,0","0,3",2:08.11,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:39.98,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:43.61,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",2:01.71,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:22.13,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.42,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.60,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.04,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.67,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.92,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"12,0","0,6",2:40.10,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"11,0","0,3",2:08.22,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",2:01.77,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:43.67,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:22.18,twist_mux
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.68,roscore
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.42,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.60,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.04,rostopic
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.92,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:40.19,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"8,0","0,6",2:01.85,rosmaster
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",2:08.30,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:43.74,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:22.22,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:05.05,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.42,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.60,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.68,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.92,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:40.28,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",2:08.38,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",2:01.92,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"5,0","0,3",1:43.79,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"3,0","0,3",1:22.25,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.42,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.60,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.05,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.68,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.92,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"15,8","0,6",2:40.44,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,9","0,3",2:08.48,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"8,9","0,3",1:43.88,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"6,9","0,3",1:22.32,twist_mux
5766,aleja,20,0,1280912,44432,16516,S,"5,9","0,6",2:01.98,rosmaster
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.61,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:05.06,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.42,rosout
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.68,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.92,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"12,0","0,6",2:40.56,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:08.57,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:43.96,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",2:02.04,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:22.38,twist_mux
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.93,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.42,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.61,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.06,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.68,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
8209,aleja,20,0,871268,42520,16760,S,"12,0","0,6",2:40.68,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"10,0","0,3",2:08.67,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",2:02.09,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"5,0","0,3",1:44.01,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:22.43,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.42,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.61,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.06,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.68,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.93,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"12,0","0,6",2:40.80,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"10,0","0,3",2:08.77,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:44.09,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",2:02.15,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:22.47,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:05.07,rostopic
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.69,roscore
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.42,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.61,roslaunch
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.93,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"20,0","0,6",2:41.00,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"11,0","0,3",2:08.88,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"9,0","0,3",1:44.18,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"8,0","0,6",2:02.23,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:22.51,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:05.08,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.42,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.61,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.69,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.93,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"16,0","0,6",2:41.16,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"9,0","0,3",1:44.27,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:08.97,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",2:02.28,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:22.55,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.42,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.61,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.08,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.69,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.93,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"11,9","0,3",2:09.09,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"10,9","0,6",2:41.27,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"5,9","0,6",2:02.34,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"5,9","0,3",1:44.33,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,9","0,3",1:22.61,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"1,0","0,3",0:02.43,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.61,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.08,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.69,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.93,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"13,0","0,6",2:41.40,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:09.18,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:44.40,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",2:02.40,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:22.67,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"1,0","0,3",0:02.44,rosout
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.62,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.08,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.69,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.93,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"10,0","0,6",2:41.50,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",2:09.25,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",2:02.46,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:44.46,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:22.71,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:05.09,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.44,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.62,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.69,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.93,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"16,0","0,6",2:41.66,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",2:02.53,rosmaster
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",2:09.32,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"5,0","0,3",1:44.51,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:22.76,twist_mux
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.94,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.44,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.62,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.09,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.69,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
8209,aleja,20,0,871268,42520,16760,S,"18,0","0,6",2:41.84,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",2:09.39,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",2:02.59,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:44.57,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:22.80,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:05.10,rostopic
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.70,roscore
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.44,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.62,roslaunch
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.94,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"12,9","0,6",2:41.97,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"7,9","0,3",2:09.47,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"5,9","0,3",1:44.63,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",2:02.64,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:22.85,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.44,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.62,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.10,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.70,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.94,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:09.56,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"8,0","0,6",2:42.05,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",2:02.71,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:44.69,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:22.91,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.44,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.62,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.10,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.70,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.94,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"13,0","0,3",2:09.69,ekf_localizatio
7967,aleja,20,0,422780,19248,10136,S,"12,0","0,3",1:23.03,twist_mux
8209,aleja,20,0,871268,42520,16760,S,"11,0","0,6",2:42.16,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:44.76,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",2:02.77,rosmaster
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:05.11,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.44,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.62,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.70,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.94,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"11,0","0,3",2:09.80,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"10,0","0,6",2:42.26,nodo_pid.py
7967,aleja,20,0,422780,19248,10136,S,"9,0","0,3",1:23.12,twist_mux
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",2:02.83,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:44.82,robot_state_pub
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.44,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.62,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.11,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.70,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.94,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"11,0","0,6",2:42.37,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"9,0","0,3",1:44.91,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:09.89,ekf_localizatio
7967,aleja,20,0,422780,19248,10136,S,"8,0","0,3",1:23.20,twist_mux
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",2:02.90,rosmaster
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.95,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.44,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.62,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:05.11,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.70,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.34,acpid
7956,aleja,20,0,498908,22148,12672,S,"12,0","0,3",2:10.01,ekf_localizatio
7967,aleja,20,0,422780,19248,10136,S,"10,0","0,3",1:23.30,twist_mux
